id,name,base_experience,height,weight,types,abilities,moves,hp,attack,defense,special-attack,special-defense,speed
57,primeape,159,10,320,fighting,"vital-spirit, anger-point, defiant","karate-chop, mega-punch, pay-day, fire-punch, ice-punch, thunder-punch, scratch, mega-kick, headbutt, body-slam, take-down, thrash, double-edge, leer, hyper-beam, submission, low-kick, counter, seismic-toss, strength, thunderbolt, thunder, earthquake, dig, toxic, rage, mimic, screech, double-team, defense-curl, focus-energy, bide, metronome, swift, skull-bash, fury-swipes, rest, rock-slide, substitute, thief, snore, curse, reversal, spite, protect, scary-face, mud-slap, detect, outrage, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, encore, pursuit, iron-tail, hidden-power, cross-chop, rain-dance, sunny-day, psych-up, rock-smash, uproar, facade, focus-punch, taunt, helping-hand, role-play, brick-break, endeavor, secret-power, overheat, rock-tomb, aerial-ace, bulk-up, covet, natural-gift, u-turn, close-combat, payback, assurance, fling, punishment, poison-jab, seed-bomb, drain-punch, vacuum-wave, focus-blast, giga-impact, shadow-claw, rock-climb, gunk-shot, stone-edge, captivate, stealth-rock, hone-claws, smack-down, low-sweep, round, acrobatics, retaliate, final-gambit, bulldoze, work-up, dual-chop, confide, power-up-punch, throat-chop, stomping-tantrum, lash-out, tera-blast, rage-fist",65,105,60,60,70,95
58,growlithe,70,7,190,fire,"intimidate, flash-fire, justified","double-kick, headbutt, body-slam, take-down, thrash, double-edge, leer, bite, roar, ember, flamethrower, strength, dragon-rage, fire-spin, dig, toxic, agility, rage, mimic, double-team, reflect, bide, fire-blast, swift, skull-bash, rest, substitute, thief, flame-wheel, snore, curse, reversal, protect, scary-face, mud-slap, outrage, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, dragon-breath, iron-tail, morning-sun, hidden-power, sunny-day, crunch, rock-smash, heat-wave, will-o-wisp, facade, helping-hand, secret-power, overheat, odor-sleuth, aerial-ace, howl, covet, natural-gift, close-combat, flare-blitz, thunder-fang, fire-fang, captivate, flame-burst, flame-charge, round, incinerate, retaliate, wild-charge, snarl, play-rough, confide, burn-up, psychic-fangs, raging-fury, tera-blast, temper-flare",55,70,45,70,50,60
59,arcanine,194,19,1550,fire,"intimidate, flash-fire, justified","headbutt, body-slam, take-down, double-edge, leer, bite, roar, ember, flamethrower, hyper-beam, strength, solar-beam, dragon-rage, fire-spin, dig, toxic, agility, rage, teleport, mimic, double-team, reflect, bide, fire-blast, swift, skull-bash, rest, substitute, thief, flame-wheel, snore, curse, reversal, protect, scary-face, mud-slap, outrage, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, dragon-breath, iron-tail, hidden-power, sunny-day, crunch, extreme-speed, rock-smash, heat-wave, will-o-wisp, facade, helping-hand, superpower, secret-power, hyper-voice, overheat, odor-sleuth, aerial-ace, howl, covet, natural-gift, close-combat, flare-blitz, dragon-pulse, giga-impact, thunder-fang, fire-fang, rock-climb, iron-head, captivate, flame-charge, round, incinerate, retaliate, bulldoze, wild-charge, heat-crash, snarl, play-rough, confide, laser-focus, burn-up, psychic-fangs, scorching-sands, tera-blast, temper-flare",90,110,80,100,80,95
60,poliwag,60,6,124,water,"water-absorb, damp, swift-swim","pound, double-slap, headbutt, body-slam, take-down, double-edge, mist, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, low-kick, dig, toxic, psychic, hypnosis, rage, mimic, double-team, defense-curl, haze, bide, waterfall, swift, skull-bash, amnesia, bubble, psywave, splash, rest, substitute, thief, mind-reader, snore, curse, protect, belly-drum, mud-slap, icy-wind, endure, swagger, attract, sleep-talk, return, frustration, encore, hidden-power, rain-dance, whirlpool, hail, facade, focus-punch, helping-hand, endeavor, refresh, secret-power, dive, ice-ball, weather-ball, muddy-water, mud-shot, water-sport, water-pulse, wake-up-slap, natural-gift, earth-power, mud-bomb, captivate, round, scald, bulldoze, confide, liquidation, tera-blast, chilling-water",40,50,40,40,40,90
61,poliwhirl,135,10,200,water,"water-absorb, damp, swift-swim","pound, double-slap, mega-punch, ice-punch, mega-kick, headbutt, body-slam, take-down, double-edge, mist, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, submission, low-kick, counter, seismic-toss, strength, earthquake, fissure, dig, toxic, psychic, hypnosis, rage, mimic, double-team, defense-curl, haze, bide, metronome, waterfall, swift, skull-bash, amnesia, bubble, psywave, splash, rest, substitute, thief, snore, curse, protect, belly-drum, mud-slap, icy-wind, detect, endure, swagger, attract, sleep-talk, return, frustration, encore, hidden-power, rain-dance, psych-up, rock-smash, whirlpool, hail, facade, focus-punch, helping-hand, brick-break, endeavor, secret-power, dive, weather-ball, muddy-water, mud-shot, water-sport, water-pulse, wake-up-slap, natural-gift, fling, earth-power, mud-bomb, captivate, low-sweep, round, scald, bulldoze, confide, power-up-punch, liquidation, tera-blast, chilling-water",65,65,65,50,50,90
62,poliwrath,230,13,540,"water, fighting","water-absorb, damp, swift-swim","pound, double-slap, mega-punch, ice-punch, mega-kick, headbutt, body-slam, take-down, double-edge, mist, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, hyper-beam, submission, low-kick, counter, seismic-toss, strength, earthquake, fissure, dig, toxic, psychic, hypnosis, rage, mimic, double-team, defense-curl, haze, bide, metronome, waterfall, swift, skull-bash, amnesia, bubble, psywave, splash, rest, rock-slide, substitute, thief, mind-reader, snore, curse, reversal, protect, scary-face, belly-drum, mud-slap, icy-wind, detect, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, baton-pass, encore, hidden-power, rain-dance, psych-up, rock-smash, whirlpool, hail, facade, focus-punch, taunt, helping-hand, superpower, brick-break, knock-off, endeavor, secret-power, dive, weather-ball, rock-tomb, muddy-water, bulk-up, mud-shot, water-pulse, natural-gift, close-combat, payback, fling, poison-jab, drain-punch, vacuum-wave, focus-blast, earth-power, giga-impact, rock-climb, captivate, low-sweep, round, scald, circle-throw, bulldoze, work-up, dual-chop, confide, power-up-punch, darkest-lariat, high-horsepower, throat-chop, liquidation, coaching, tera-blast, chilling-water, upper-hand",90,95,95,70,90,70
63,abra,62,9,195,psychic,"synchronize, inner-focus, magic-guard","mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, submission, counter, seismic-toss, thunder-wave, toxic, confusion, psychic, rage, teleport, mimic, double-team, barrier, light-screen, reflect, bide, metronome, swift, skull-bash, dream-eater, flash, psywave, rest, tri-attack, substitute, thief, nightmare, snore, curse, protect, zap-cannon, endure, swagger, attract, sleep-talk, return, frustration, safeguard, dynamic-punch, encore, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, torment, facade, focus-punch, taunt, trick, role-play, magic-coat, recycle, knock-off, skill-swap, snatch, secret-power, signal-beam, calm-mind, shock-wave, gravity, natural-gift, embargo, fling, psycho-shift, power-trick, power-swap, guard-swap, drain-punch, energy-ball, zen-headbutt, trick-room, captivate, grass-knot, charge-beam, guard-split, wonder-room, psyshock, telekinesis, magic-room, foul-play, round, ally-switch, confide, dazzling-gleam, psychic-terrain, speed-swap",25,20,15,105,55,90
64,kadabra,140,13,565,psychic,"synchronize, inner-focus, magic-guard","mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, disable, psybeam, submission, counter, seismic-toss, thunder-wave, dig, toxic, confusion, psychic, hypnosis, rage, teleport, night-shade, mimic, double-team, recover, light-screen, reflect, bide, metronome, swift, skull-bash, kinesis, dream-eater, flash, psywave, rest, tri-attack, substitute, thief, nightmare, snore, curse, protect, zap-cannon, endure, swagger, attract, sleep-talk, return, frustration, safeguard, dynamic-punch, encore, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, future-sight, torment, facade, focus-punch, taunt, trick, role-play, magic-coat, recycle, knock-off, skill-swap, snatch, secret-power, signal-beam, calm-mind, shock-wave, gravity, miracle-eye, natural-gift, embargo, fling, power-swap, guard-swap, drain-punch, energy-ball, psycho-cut, zen-headbutt, trick-room, captivate, grass-knot, charge-beam, wonder-room, psyshock, telekinesis, magic-room, foul-play, round, ally-switch, confide, dazzling-gleam, psychic-terrain, speed-swap, expanding-force",40,35,30,120,70,105
65,alakazam,225,15,480,psychic,"synchronize, inner-focus, magic-guard","mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, disable, psybeam, hyper-beam, submission, counter, seismic-toss, thunder-wave, dig, toxic, confusion, psychic, hypnosis, rage, teleport, night-shade, mimic, double-team, recover, barrier, light-screen, reflect, bide, metronome, swift, skull-bash, kinesis, dream-eater, flash, psywave, rest, tri-attack, substitute, thief, nightmare, snore, curse, protect, zap-cannon, endure, swagger, attract, sleep-talk, return, frustration, safeguard, dynamic-punch, encore, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, future-sight, torment, facade, focus-punch, taunt, trick, role-play, magic-coat, recycle, knock-off, skill-swap, imprison, snatch, secret-power, signal-beam, calm-mind, shock-wave, gravity, miracle-eye, natural-gift, embargo, fling, power-swap, guard-swap, drain-punch, focus-blast, energy-ball, giga-impact, nasty-plot, psycho-cut, zen-headbutt, trick-room, captivate, grass-knot, charge-beam, wonder-room, psyshock, telekinesis, magic-room, foul-play, round, stored-power, ally-switch, confide, dazzling-gleam, laser-focus, psychic-terrain, speed-swap, expanding-force",55,50,45,135,95,120
66,machop,61,8,195,fighting,"guts, no-guard, steadfast","karate-chop, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, rolling-kick, headbutt, tackle, body-slam, take-down, double-edge, leer, flamethrower, submission, low-kick, counter, seismic-toss, strength, earthquake, fissure, dig, toxic, meditate, rage, mimic, double-team, light-screen, focus-energy, bide, metronome, fire-blast, skull-bash, rest, rock-slide, substitute, thief, snore, curse, reversal, protect, mach-punch, scary-face, mud-slap, foresight, detect, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, encore, vital-throw, hidden-power, cross-chop, rain-dance, sunny-day, rock-smash, facade, focus-punch, smelling-salts, helping-hand, role-play, superpower, revenge, brick-break, knock-off, secret-power, rock-tomb, tickle, bulk-up, wake-up-slap, natural-gift, close-combat, payback, fling, power-trick, poison-jab, vacuum-wave, focus-blast, bullet-punch, rock-climb, captivate, double-hit, smack-down, heavy-slam, low-sweep, round, quick-guard, incinerate, retaliate, bulldoze, work-up, dual-chop, confide, power-up-punch, coaching",70,80,50,35,35,35
67,machoke,142,15,705,fighting,"guts, no-guard, steadfast","karate-chop, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, tackle, body-slam, take-down, double-edge, leer, flamethrower, submission, low-kick, counter, seismic-toss, strength, earthquake, fissure, dig, toxic, rage, mimic, double-team, light-screen, focus-energy, bide, metronome, fire-blast, skull-bash, rest, rock-slide, substitute, thief, snore, curse, reversal, protect, mach-punch, scary-face, mud-slap, foresight, detect, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, encore, vital-throw, hidden-power, cross-chop, rain-dance, sunny-day, rock-smash, facade, focus-punch, helping-hand, role-play, superpower, revenge, brick-break, knock-off, secret-power, rock-tomb, bulk-up, wake-up-slap, natural-gift, close-combat, payback, fling, poison-jab, vacuum-wave, focus-blast, bullet-punch, rock-climb, captivate, double-hit, smack-down, heavy-slam, low-sweep, round, incinerate, retaliate, bulldoze, work-up, dual-chop, confide, power-up-punch, stomping-tantrum, coaching",80,100,70,50,60,45
68,machamp,227,16,1300,fighting,"guts, no-guard, steadfast","karate-chop, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, tackle, body-slam, take-down, double-edge, leer, flamethrower, hyper-beam, submission, low-kick, counter, seismic-toss, strength, earthquake, fissure, dig, toxic, rage, mimic, double-team, light-screen, focus-energy, bide, metronome, fire-blast, skull-bash, rest, rock-slide, substitute, thief, snore, curse, reversal, protect, mach-punch, scary-face, mud-slap, foresight, detect, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, encore, vital-throw, hidden-power, cross-chop, rain-dance, sunny-day, rock-smash, facade, focus-punch, helping-hand, role-play, superpower, revenge, brick-break, knock-off, secret-power, rock-tomb, bulk-up, rock-blast, wake-up-slap, natural-gift, close-combat, payback, assurance, fling, poison-jab, drain-punch, vacuum-wave, focus-blast, giga-impact, bullet-punch, rock-climb, cross-poison, stone-edge, captivate, double-hit, wide-guard, smack-down, heavy-slam, low-sweep, round, incinerate, retaliate, bulldoze, work-up, dual-chop, confide, power-up-punch, darkest-lariat, high-horsepower, throat-chop, stomping-tantrum, coaching",90,130,80,65,85,55
69,bellsprout,60,7,40,"grass, poison","chlorophyll, gluttony","swords-dance, cut, bind, slam, vine-whip, headbutt, wrap, take-down, double-edge, acid, mega-drain, growth, razor-leaf, solar-beam, poison-powder, stun-spore, sleep-powder, toxic, rage, mimic, double-team, reflect, bide, leech-life, flash, rest, substitute, thief, snore, curse, protect, sludge-bomb, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, encore, sweet-scent, synthesis, hidden-power, sunny-day, facade, nature-power, ingrain, knock-off, secret-power, weather-ball, tickle, bullet-seed, magical-leaf, natural-gift, wring-out, gastro-acid, worry-seed, sucker-punch, poison-jab, seed-bomb, energy-ball, leaf-storm, power-whip, captivate, grass-knot, venoshock, sludge-wave, acid-spray, round, clear-smog, belch, grassy-terrain, confide, infestation, strength-sap, lunge, grassy-glide, tera-blast, pounce, trailblaze",50,75,35,70,30,40
70,weepinbell,137,10,64,"grass, poison","chlorophyll, gluttony","swords-dance, cut, bind, slam, vine-whip, headbutt, body-slam, wrap, take-down, double-edge, acid, mega-drain, growth, razor-leaf, solar-beam, poison-powder, stun-spore, sleep-powder, toxic, rage, mimic, double-team, reflect, bide, swift, leech-life, flash, rest, substitute, thief, snore, curse, protect, sludge-bomb, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, encore, sweet-scent, synthesis, hidden-power, sunny-day, facade, nature-power, ingrain, knock-off, secret-power, weather-ball, tickle, bullet-seed, magical-leaf, natural-gift, wring-out, gastro-acid, worry-seed, sucker-punch, poison-jab, seed-bomb, energy-ball, leaf-storm, power-whip, captivate, grass-knot, bug-bite, venoshock, sludge-wave, acid-spray, round, clear-smog, grassy-terrain, confide, infestation, strength-sap, lunge, grassy-glide, tera-blast, pounce, trailblaze",65,90,50,85,45,55
71,victreebel,221,17,155,"grass, poison","chlorophyll, gluttony","swords-dance, cut, bind, slam, vine-whip, headbutt, body-slam, wrap, take-down, double-edge, acid, hyper-beam, mega-drain, growth, razor-leaf, solar-beam, poison-powder, stun-spore, sleep-powder, toxic, rage, mimic, double-team, reflect, bide, swift, leech-life, flash, rest, substitute, thief, snore, curse, protect, scary-face, sludge-bomb, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, encore, sweet-scent, synthesis, hidden-power, sunny-day, stockpile, spit-up, swallow, facade, nature-power, ingrain, knock-off, secret-power, weather-ball, tickle, bullet-seed, magical-leaf, leaf-blade, natural-gift, gastro-acid, worry-seed, sucker-punch, poison-jab, seed-bomb, energy-ball, giga-impact, leaf-storm, power-whip, captivate, grass-knot, bug-bite, venoshock, sludge-wave, acid-spray, round, clear-smog, leaf-tornado, grassy-terrain, confide, infestation, strength-sap, lunge, grassy-glide, tera-blast, pounce, trailblaze",80,105,65,100,70,70
72,tentacool,67,9,455,"water, poison","clear-body, liquid-ooze, rain-dish","swords-dance, cut, bind, headbutt, wrap, take-down, double-edge, poison-sting, supersonic, acid, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, aurora-beam, mega-drain, toxic, rage, mimic, screech, double-team, confuse-ray, barrier, haze, reflect, bide, waterfall, swift, skull-bash, constrict, bubble, acid-armor, rest, substitute, thief, snore, curse, protect, sludge-bomb, icy-wind, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, safeguard, rapid-spin, hidden-power, rain-dance, mirror-coat, whirlpool, hail, facade, magic-coat, knock-off, secret-power, dive, tickle, muddy-water, mud-shot, water-pulse, brine, natural-gift, acupressure, payback, wring-out, toxic-spikes, aqua-ring, poison-jab, cross-poison, gunk-shot, captivate, venoshock, sludge-wave, acid-spray, round, scald, hex, confide, dazzling-gleam, infestation, throat-chop, brutal-swing, liquidation, flip-turn, tera-blast, pounce, chilling-water",40,40,35,50,100,70
73,tentacruel,180,16,550,"water, poison","clear-body, liquid-ooze, rain-dish","swords-dance, cut, bind, headbutt, wrap, take-down, double-edge, poison-sting, supersonic, acid, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, aurora-beam, hyper-beam, mega-drain, toxic, rage, mimic, screech, double-team, confuse-ray, barrier, haze, reflect, bide, waterfall, swift, skull-bash, constrict, bubble, acid-armor, rest, substitute, thief, snore, curse, protect, scary-face, sludge-bomb, icy-wind, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, safeguard, rapid-spin, hidden-power, rain-dance, mirror-coat, whirlpool, hail, facade, magic-coat, knock-off, secret-power, dive, weather-ball, tickle, muddy-water, mud-shot, water-pulse, brine, natural-gift, acupressure, payback, wring-out, toxic-spikes, aqua-ring, poison-jab, giga-impact, cross-poison, gunk-shot, captivate, venoshock, sludge-wave, acid-spray, round, scald, hex, reflect-type, confide, venom-drench, dazzling-gleam, infestation, throat-chop, brutal-swing, liquidation, skitter-smack, corrosive-gas, flip-turn, tera-blast, pounce, chilling-water",80,70,65,80,120,100
74,geodude,60,4,200,"rock, ground","rock-head, sturdy, sand-veil","mega-punch, fire-punch, thunder-punch, sand-attack, headbutt, tackle, body-slam, take-down, double-edge, flamethrower, submission, counter, seismic-toss, strength, rock-throw, earthquake, fissure, dig, toxic, rage, mimic, double-team, harden, defense-curl, bide, metronome, self-destruct, fire-blast, explosion, rest, rock-slide, substitute, snore, curse, flail, protect, scary-face, mud-slap, sandstorm, endure, rollout, swagger, attract, sleep-talk, return, frustration, magnitude, dynamic-punch, hidden-power, sunny-day, ancient-power, rock-smash, facade, focus-punch, nature-power, superpower, brick-break, secret-power, mud-sport, rock-tomb, iron-defense, block, mud-shot, rock-blast, hammer-arm, gyro-ball, natural-gift, fling, sucker-punch, rock-polish, earth-power, rock-climb, stone-edge, captivate, stealth-rock, wide-guard, autotomize, smack-down, round, incinerate, bulldoze, confide, power-up-punch, high-horsepower, stomping-tantrum, tera-blast",40,80,100,30,30,20
75,graveler,137,10,1050,"rock, ground","rock-head, sturdy, sand-veil","mega-punch, fire-punch, thunder-punch, sand-attack, headbutt, tackle, body-slam, take-down, double-edge, flamethrower, submission, counter, seismic-toss, strength, rock-throw, earthquake, fissure, dig, toxic, rage, mimic, double-team, harden, defense-curl, bide, metronome, self-destruct, fire-blast, explosion, rest, rock-slide, substitute, snore, curse, flail, protect, scary-face, mud-slap, sandstorm, endure, rollout, swagger, attract, sleep-talk, return, frustration, magnitude, dynamic-punch, hidden-power, sunny-day, ancient-power, rock-smash, facade, focus-punch, nature-power, superpower, brick-break, secret-power, mud-sport, rock-tomb, iron-defense, block, mud-shot, rock-blast, hammer-arm, gyro-ball, natural-gift, fling, sucker-punch, rock-polish, focus-blast, earth-power, rock-climb, iron-head, stone-edge, captivate, stealth-rock, wide-guard, smack-down, heavy-slam, round, incinerate, bulldoze, confide, power-up-punch, high-horsepower, stomping-tantrum, body-press, tera-blast, hard-press",55,95,115,45,45,35
76,golem,223,14,3000,"rock, ground","rock-head, sturdy, sand-veil","mega-punch, fire-punch, thunder-punch, mega-kick, sand-attack, headbutt, tackle, body-slam, take-down, double-edge, roar, flamethrower, hyper-beam, submission, counter, seismic-toss, strength, rock-throw, earthquake, fissure, dig, toxic, rage, mimic, double-team, harden, defense-curl, bide, metronome, self-destruct, fire-blast, explosion, rest, rock-slide, substitute, snore, curse, flail, protect, scary-face, mud-slap, sandstorm, endure, rollout, swagger, fury-cutter, attract, sleep-talk, return, frustration, magnitude, dynamic-punch, hidden-power, sunny-day, ancient-power, rock-smash, facade, focus-punch, nature-power, superpower, brick-break, secret-power, mud-sport, rock-tomb, iron-defense, block, mud-shot, rock-blast, hammer-arm, gyro-ball, natural-gift, fling, sucker-punch, rock-polish, focus-blast, earth-power, giga-impact, rock-climb, iron-head, stone-edge, captivate, stealth-rock, wide-guard, smack-down, heavy-slam, round, incinerate, bulldoze, steamroller, confide, power-up-punch, high-horsepower, stomping-tantrum, body-press, tera-blast, hard-press",80,120,130,55,65,45
77,ponyta,82,10,300,fire,"run-away, flash-fire, flame-body","stomp, double-kick, headbutt, horn-drill, tackle, body-slam, take-down, thrash, double-edge, tail-whip, growl, ember, flamethrower, low-kick, strength, solar-beam, fire-spin, toxic, hypnosis, agility, quick-attack, rage, mimic, double-team, reflect, bide, fire-blast, swift, skull-bash, rest, substitute, flame-wheel, snore, curse, protect, endure, charm, swagger, attract, sleep-talk, return, frustration, iron-tail, morning-sun, hidden-power, sunny-day, heat-wave, will-o-wisp, facade, secret-power, overheat, bounce, natural-gift, flare-blitz, captivate, double-hit, flame-charge, round, echoed-voice, ally-switch, incinerate, inferno, wild-charge, play-rough, confide, mystical-fire, high-horsepower, solar-blade",50,85,55,65,65,90
78,rapidash,175,17,950,fire,"run-away, flash-fire, flame-body","pay-day, swords-dance, stomp, double-kick, headbutt, fury-attack, horn-drill, tackle, body-slam, take-down, double-edge, tail-whip, growl, ember, flamethrower, hyper-beam, low-kick, strength, solar-beam, fire-spin, toxic, hypnosis, agility, quick-attack, rage, mimic, double-team, reflect, bide, fire-blast, swift, skull-bash, rest, substitute, flame-wheel, snore, curse, protect, endure, charm, swagger, attract, sleep-talk, return, frustration, megahorn, baton-pass, iron-tail, hidden-power, sunny-day, heat-wave, will-o-wisp, facade, secret-power, overheat, bounce, natural-gift, flare-blitz, poison-jab, giga-impact, captivate, double-hit, flame-charge, round, echoed-voice, ally-switch, incinerate, inferno, wild-charge, drill-run, play-rough, confide, mystical-fire, high-horsepower, solar-blade, throat-chop, smart-strike, scorching-sands",65,100,70,80,80,105
79,slowpoke,63,12,360,"water, psychic","oblivious, own-tempo, regenerator","pay-day, stomp, headbutt, tackle, body-slam, take-down, double-edge, growl, disable, flamethrower, water-gun, hydro-pump, surf, ice-beam, blizzard, psybeam, bubble-beam, strength, thunder-wave, earthquake, fissure, dig, toxic, confusion, psychic, rage, teleport, mimic, double-team, light-screen, reflect, bide, fire-blast, waterfall, swift, skull-bash, amnesia, dream-eater, flash, psywave, rest, tri-attack, substitute, nightmare, snore, curse, protect, belly-drum, mud-slap, zap-cannon, icy-wind, endure, swagger, attract, sleep-talk, return, frustration, safeguard, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, future-sight, whirlpool, hail, facade, helping-hand, trick, magic-coat, recycle, yawn, skill-swap, imprison, secret-power, dive, mud-sport, slack-off, weather-ball, signal-beam, block, mud-shot, calm-mind, water-pulse, brine, natural-gift, me-first, aqua-tail, avalanche, zen-headbutt, trick-room, captivate, grass-knot, wonder-room, psyshock, telekinesis, foul-play, after-you, round, echoed-voice, stored-power, scald, heal-pulse, incinerate, bulldoze, belch, confide, psychic-terrain, liquidation, expanding-force, tera-blast, snowscape, chilling-water",90,65,65,40,40,15
80,slowbro,172,16,785,"water, psychic","oblivious, own-tempo, regenerator","mega-punch, pay-day, ice-punch, stomp, mega-kick, headbutt, tackle, body-slam, take-down, double-edge, growl, disable, flamethrower, water-gun, hydro-pump, surf, ice-beam, blizzard, psybeam, bubble-beam, hyper-beam, submission, counter, seismic-toss, strength, thunder-wave, earthquake, fissure, dig, toxic, confusion, psychic, rage, teleport, mimic, double-team, withdraw, light-screen, reflect, bide, metronome, fire-blast, waterfall, swift, skull-bash, amnesia, dream-eater, flash, psywave, rest, tri-attack, substitute, nightmare, snore, curse, protect, mud-slap, zap-cannon, icy-wind, endure, swagger, fury-cutter, attract, sleep-talk, return, frustration, safeguard, dynamic-punch, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, future-sight, rock-smash, whirlpool, hail, facade, focus-punch, helping-hand, trick, magic-coat, recycle, brick-break, yawn, skill-swap, imprison, secret-power, dive, slack-off, weather-ball, signal-beam, muddy-water, aerial-ace, iron-defense, block, mud-shot, calm-mind, water-pulse, brine, natural-gift, fling, aqua-tail, drain-punch, focus-blast, giga-impact, nasty-plot, avalanche, zen-headbutt, trick-room, captivate, grass-knot, wonder-room, psyshock, telekinesis, foul-play, after-you, round, echoed-voice, stored-power, scald, heal-pulse, incinerate, bulldoze, razor-shell, confide, psychic-terrain, liquidation, body-press, expanding-force, tera-blast, snowscape, chilling-water, psychic-noise",95,75,110,100,80,30
81,magnemite,65,3,60,"electric, steel","magnet-pull, sturdy, analytic","headbutt, tackle, take-down, double-edge, supersonic, sonic-boom, thunder-shock, thunderbolt, thunder-wave, thunder, toxic, rage, teleport, mimic, screech, double-team, confuse-ray, light-screen, reflect, bide, swift, flash, explosion, rest, substitute, snore, curse, protect, zap-cannon, lock-on, sandstorm, endure, rollout, swagger, spark, sleep-talk, return, frustration, hidden-power, rain-dance, sunny-day, psych-up, facade, charge, helping-hand, magic-coat, recycle, secret-power, metal-sound, signal-beam, iron-defense, shock-wave, gravity, gyro-ball, natural-gift, magnet-rise, mirror-shot, flash-cannon, discharge, iron-head, magnet-bomb, charge-beam, heavy-slam, electro-ball, round, volt-switch, electroweb, wild-charge, confide, eerie-impulse, electric-terrain, steel-beam, rising-voltage, tera-blast",25,35,70,95,55,45
82,magneton,163,10,600,"electric, steel","magnet-pull, sturdy, analytic","headbutt, tackle, take-down, double-edge, supersonic, sonic-boom, hyper-beam, thunder-shock, thunderbolt, thunder-wave, thunder, toxic, rage, teleport, mimic, screech, double-team, confuse-ray, light-screen, reflect, bide, swift, flash, explosion, rest, tri-attack, substitute, snore, curse, protect, zap-cannon, lock-on, sandstorm, endure, rollout, swagger, spark, sleep-talk, return, frustration, hidden-power, rain-dance, sunny-day, psych-up, facade, charge, helping-hand, magic-coat, recycle, secret-power, metal-sound, signal-beam, iron-defense, shock-wave, gravity, gyro-ball, natural-gift, magnet-rise, giga-impact, mirror-shot, flash-cannon, discharge, iron-head, magnet-bomb, charge-beam, heavy-slam, electro-ball, round, volt-switch, electroweb, wild-charge, confide, eerie-impulse, electric-terrain, steel-beam, rising-voltage, tera-blast",50,60,95,120,70,70
83,farfetchd,132,8,150,"normal, flying","keen-eye, inner-focus, defiant","razor-wind, swords-dance, cut, gust, whirlwind, fly, sand-attack, headbutt, fury-attack, body-slam, take-down, double-edge, leer, peck, razor-leaf, toxic, agility, quick-attack, rage, mimic, double-team, reflect, focus-energy, bide, mirror-move, swift, skull-bash, sky-attack, rest, slash, substitute, thief, snore, curse, flail, protect, mud-slap, foresight, detect, endure, false-swipe, swagger, fury-cutter, steel-wing, attract, sleep-talk, return, frustration, baton-pass, iron-tail, hidden-power, twister, sunny-day, psych-up, uproar, heat-wave, facade, helping-hand, revenge, knock-off, secret-power, feather-dance, air-cutter, aerial-ace, covet, leaf-blade, roost, natural-gift, feint, pluck, tailwind, u-turn, close-combat, trump-card, last-resort, poison-jab, night-slash, air-slash, brave-bird, defog, captivate, ominous-wind, simple-beam, round, acrobatics, retaliate, final-gambit, work-up, confide, first-impression, solar-blade, laser-focus, throat-chop, brutal-swing, dual-wingbeat",52,90,55,58,62,60
